tweet_id,retweet_count,favorite_count
811647686436880384,708,5448
811627233043480576,2942,12363
811386762094317568,6135,20323
810984652412424192,1368,5167
810896069567610880,1687,8745
810657578271330305,2528,10655
810284430598270976,10786,34158
810254108431155201,3247,14293
809920764300447744,3781,15115
809808892968534016,4700,0
809448704142938112,1409,6754
809220051211603969,5382,19328
809084759137812480,3402,12847
808838249661788160,2932,9856
808733504066486276,2081,7683
808501579447930884,2502,11010
808344865868283904,19988,41177
808134635716833280,5665,0
808106460588765185,2127,8578
808001312164028416,3398,12171
807621403335917568,3477,14186
807106840509214720,53128,114489
807059379405148160,7064,0
807010152071229440,3725,12768
806629075125202948,33251,72352
806620845233815552,5300,0
806576416489959424,1883,4759
806542213899489280,2276,9937
806242860592926720,11173,0
806219024703037440,1158,6288
805958939288408065,5150,0
805932879469572096,1853,8088
805826884734976000,1755,6395
805823200554876929,7710,0
805520635690676224,1598,5603
805487436403003392,2437,8564
805207613751304193,1666,7647
804738756058218496,3690,13301
804475857670639616,1946,5977
804413760345620481,3099,0
804026241225523202,15482,43140
803773340896923648,2639,9779
803692223237865472,7150,0
803638050916102144,3998,10640
803380650405482500,1811,7551
803321560782307329,5102,0
803276597545603072,2363,9765
802952499103731712,1924,8791
802624713319034886,2801,0
802600418706604034,1406,6919
802572683846291456,2427,8721
802323869084381190,5636,15755
802265048156610565,1335,6765
802239329049477120,2525,8865
802185808107208704,263,0
801958328846974976,1651,7538
801854953262350336,228,1759
801538201127157760,2003,8010
801285448605831168,792,5888
801167903437357056,5665,23754
801127390143516673,3816,0
801115127852503040,2023,7847
800859414831898624,95,665
800855607700029440,1548,0
800751577355128832,2699,10310
800513324630806528,2891,12805
800459316964663297,2104,9246
800443802682937345,4148,0
800388270626521089,2691,10858
800188575492947969,3800,0
800141422401830912,2451,14855
800018252395122689,12640,27533
799774291445383169,4490,0
799757965289017345,2071,8161
799422933579902976,1849,7860
799308762079035393,5232,0
799297110730567681,2639,9605
799063482566066176,2397,7863
798933969379225600,4302,12716
798925684722855936,1392,7326
798705661114773508,6406,0
798701998996647937,7462,0
798697898615730177,6270,0
798694562394996736,4774,0
798686750113755136,2242,0
798682547630837760,4569,0
798673117451325440,5368,0
798665375516884993,3773,0
798644042770751489,1786,0
798628517273620480,1903,0
798585098161549313,5446,0
798576900688019456,5628,0
798340744599797760,3222,0
798209839306514432,2472,10155
797971864723324932,2990,11254
797545162159308800,4714,14181
797236660651966464,6330,19389
797165961484890113,26,219
796904159865868288,8608,0
796865951799083009,1876,7490
796759840936919040,2926,11477
796563435802726400,6952,0
796484825502875648,1690,7353
796387464403357696,4008,10706
796177847564038144,13728,0
796149749086875649,13728,31299
796125600683540480,1733,4844
796116448414461957,2316,8845
796080075804475393,2222,8224
796031486298386433,3594,10513
795464331001561088,22619,47995
795400264262053889,2758,9758
795076730285391872,5242,15740
794983741416415232,3238,0
794926597468000259,2216,9935
794355576146903043,9912,0
794332329137291264,2593,9364
794205286408003585,3202,8999
793962221541933056,4700,16313
793845145112371200,1792,8980
793614319594401792,3014,0
793601777308463104,1558,7773
793500921481273345,2291,10379
793286476301799424,8817,23895
793271401113350145,2314,8469
793256262322548741,8037,19400
793241302385262592,3172,10218
793226087023144960,2784,9526
793210959003287553,2686,8675
793195938047070209,5416,14804
793180763617361921,1925,6732
793165685325201412,2693,9120
793150605191548928,1638,5980
793135492858580992,2421,6234
793120401413079041,3773,12297
792913359805018113,3818,13921
792883833364439040,4112,10985
792773781206999040,1626,7167
792394556390137856,4134,13039
792050063153438720,1712,6941
791821351946420224,20329,0
791784077045166082,9176,0
791780927877898241,3677,0
791774931465953280,21337,43750
791672322847637504,3014,11437
791406955684368384,3963,12789
791312159183634433,2435,8523
791026214425268224,3927,0
790987426131050500,2055,9530
790946055508652032,4506,16238
790723298204217344,2219,0
790698755171364864,1854,7996
790581949425475584,6849,20056
790337589677002753,1823,7611
790277117346975746,3048,12210
790227638568808452,3417,0
789986466051088384,2219,9008
789960241177853952,3948,0
789903600034189313,3979,10033
789628658055020548,1694,7270
789599242079838210,1850,6547
789530877013393408,3238,11393
789314372632018944,2196,8387
789280767834746880,4723,0
789268448748703744,2516,8866
789137962068021249,2676,9449
788908386943430656,12012,26669
788765914992902144,9912,26555
788552643979468800,6861,0
788412144018661376,5071,15088
788178268662984705,2021,7050
788150585577050112,1231,5945
788070120937619456,3299,0
788039637453406209,1266,5948
787810552592695296,2924,8353
787717603741622272,2664,9953
787397959788929025,2746,10579
787322443945877504,1668,7576
787111942498508800,6473,0
786963064373534720,7663,25876
786729988674449408,2335,0
786709082849828864,5888,17738
786664955043049472,2435,10262
786595970293370880,3016,9213
786363235746385920,3323,10542
786286427768250368,2716,7728
786233965241827333,4519,14781
786051337297522688,152,1388
786036967502913536,6691,0
785927819176054784,3072,11070
785872687017132033,1727,6504
785639753186217984,2151,7641
785533386513321988,1898,8805
785515384317313025,1201,5955
785264754247995392,1563,7038
785170936622350336,4631,11650
784826020293709826,3099,9789
784517518371221505,2419,8695
784431430411685888,1225,5560
784183165795655680,7710,19425
784057939640352768,10636,28806
783839966405230592,10346,29020
783821107061198850,1880,7141
783695101801398276,3076,10130
783466772167098368,2144,8187
783391753726550016,5225,16370
783347506784731136,5308,0
783334639985389568,11173,28176
783085703974514689,2090,7900
782969140009107456,7064,23384
782747134529531904,1354,7237
782722598790725632,5150,16703
782598640137187329,1804,7556
782305867769217024,5299,16104
782021823840026624,5928,0
781955203444699136,3209,10811
781661882474196992,2593,10115
781655249211752448,1085,3868
781524693396357120,5300,20080
781308096455073793,2449,6914
781251288990355457,1984,8121
781163403222056960,2635,9496
780931614150983680,6952,20958
780858289093574656,1921,6959
780800785462489090,1238,5307
780601303617732608,3200,11706
780543529827336192,1672,6099
780496263422808064,3516,0
780476555013349377,108,0
780459368902959104,1026,5119
780192070812196864,2148,8426
780092040432480260,2203,0
780074436359819264,4717,11708
779834332596887552,6691,18210
779377524342161408,2967,8468
779124354206535695,17453,0
779056095788752897,4331,14264
778990705243029504,6834,19246
778774459159379968,9418,0
778764940568104960,347,834
778748913645780993,1247,6642
778650543019483137,1426,5557
778624900596654080,966,4450
778408200802557953,4118,13160
778396591732486144,11641,0
778383385161035776,1046,5630
778286810187399168,3157,10008
778039087836069888,2526,8186
778027034220126208,1532,6346
777953400541634568,3358,0
777885040357281792,1555,6141
777684233540206592,2801,10851
777641927919427584,4033,0
777621514455814149,2397,8443
777189768882946048,4111,13705
776819012571455488,13016,0
776813020089548800,1144,4712
776477788987613185,2636,8474
776249906839351296,8688,0
776218204058357768,15101,28757
776201521193218049,2400,9227
776113305656188928,4148,11377
776088319444877312,145,1764
775898661951791106,15968,0
775842724423557120,2532,11305
775733305207554048,3816,13393
775729183532220416,4397,12540
775364825476165632,2815,7123
775350846108426240,3722,9809
775085132600442880,4490,14989
774757898236878852,1698,8322
774639387460112384,1649,6506
774314403806253056,5232,21007
773985732834758656,3684,10380
773922284943896577,1666,6188
773704687002451968,1540,6382
773670353721753600,1255,5171
773547596996571136,5832,21292
773336787167145985,4820,0
773308824254029826,7129,22517
773247561583001600,3101,9128
773191612633579521,3934,9633
772877495989305348,3685,8255
772826264096874500,2259,7748
772615324260794368,3216,0
772581559778025472,1627,6266
772193107915964416,1320,5793
772152991789019136,1085,3679
772117678702071809,701,3624
772114945936949249,449,2634
772102971039580160,892,3847
771908950375665664,1798,6323
771770456517009408,3222,11557
771500966810099713,2490,7983
771380798096281600,4820,10136
771171053431250945,7076,0
771136648247640064,2782,8814
771102124360998913,1370,5997
771014301343748096,1578,6646
770787852854652928,1145,4754
770772759874076672,1356,4998
770655142660169732,1708,7096
770414278348247044,1991,6098
770293558247038976,1394,5978
770093767776997377,2897,0
770069151037685760,2175,7310
769940425801170949,9084,30051
769695466921623552,1601,6193
769335591808995329,7346,0
769212283578875904,1639,5187
768970937022709760,6169,13734
768909767477751808,2532,0
768855141948723200,849,4029
768609597686943744,1132,3947
768596291618299904,1218,4849
768554158521745409,5526,0
768473857036525572,3246,13093
768193404517830656,3358,10464
767884188863397888,1297,4569
767754930266464257,5102,15374
767500508068192258,2215,7225
767191397493538821,3584,11827
767122157629476866,2721,9783
766793450729734144,1290,4852
766714921925144576,361,2509
766693177336135680,754,3870
766423258543644672,1496,5772
766313316352462849,1784,6512
766078092750233600,2490,0
766069199026450432,803,4047
766008592277377025,474,3615
765719909049503744,2051,6964
765669560888528897,1173,4981
765395769549590528,3212,25714
765371061932261376,2063,6813
765222098633691136,3216,11170
764857477905154048,1688,6218
764259802650378240,1432,5779
763956972077010945,51,742
763837565564780549,3927,12055
763183847194451968,1398,5167
763167063695355904,2847,0
763103485927849985,2189,7092
762699858130116608,3417,11649
762471784394268675,6076,10766
762464539388485633,3948,9900
762316489655476224,1058,4605
762035686371364864,14705,30517
761976711479193600,1887,5190
761750502866649088,3705,0
761745352076779520,823,4118
761672994376806400,27521,47376
761599872357261312,1121,3968
761371037149827077,17156,0
761334018830917632,1377,4964
761292947749015552,1032,4305
761227390836215808,1489,5121
761004547850530816,3299,10901
760893934457552897,918,3664
760656994973933572,1801,6322
760641137271070720,1220,4796
760539183865880579,3439,7249
760521673607086080,1321,4024
760290219849637889,10863,25693
760252756032651264,817,3788
760190180481531904,1696,5467
760153949710192640,30,0
759943073749200896,1976,5697
759846353224826880,1868,6453
759793422261743616,1807,5713
759557299618865152,1138,4495
759447681597108224,2335,8148
759446261539934208,463,1604
759197388317847553,1842,5828
759159934323924993,1102,0
759099523532779520,3928,13922
759047813560868866,1902,6209
758854675097526272,860,3404
758828659922702336,3656,10736
758740312047005698,1533,5496
758474966123810816,941,3641
758467244762497024,2088,4599
758405701903519748,1809,4993
758355060040593408,1001,3237
758099635764359168,9418,18181
758041019896193024,351,2595
757741869644341248,3099,6583
757729163776290825,7436,0
757725642876129280,1144,4357
757611664640446465,1033,4389
757597904299253760,284,0
757596066325864448,992,4164
757400162377592832,6480,14479
757393109802180609,1628,5575
757354760399941633,1333,4320
756998049151549440,1888,6013
756939218950160384,1903,6366
756651752796094464,1229,4828
756526248105566208,3398,9958
756303284449767430,1041,3780
756288534030475264,16758,42193
756275833623502848,1447,6104
755955933503782912,2706,6993
755206590534418437,5047,15720
755110668769038337,10488,20273
754874841593970688,7462,0
754856583969079297,2365,6607
754747087846248448,493,2473
754482103782404096,1841,5061
754449512966619136,693,3587
754120377874386944,2225,7556
753655901052166144,2058,5582
753420520834629632,3341,7527
753398408988139520,1790,5492
753375668877008896,2203,7311
753298634498793472,5366,0
753294487569522689,982,3208
753039830821511168,19728,35444
753026973505581056,901,3752
752932432744185856,6473,12060
752917284578922496,1477,6650
752701944171524096,2703,0
752682090207055872,1499,5763
752660715232722944,1470,4175
752568224206688256,2151,5255
752519690950500352,3244,7033
752334515931054080,1033,3664
752309394570878976,15293,0
752173152931807232,1726,5688
751950017322246144,859,2921
751937170840121344,1233,4944
751830394383790080,1841,5559
751793661361422336,2712,5536
751598357617971201,2894,7612
751583847268179968,1031,4203
751538714308972544,1181,4831
751456908746354688,944,3081
751251247299190784,5535,11986
751205363882532864,1714,6036
751132876104687617,1220,4837
750868782890057730,1287,4569
750719632563142656,4723,12571
750506206503038976,1079,4244
750429297815552001,4033,12599
750383411068534784,1076,4353
750381685133418496,28,681
750147208377409536,905,2986
750132105863102464,1214,3461
750117059602808832,1238,4166
750101899009982464,795,2919
750086836815486976,502,2078
750071704093859840,3115,7441
750056684286914561,852,3028
750041628174217216,580,3031
750026558547456000,737,2600
750011400160841729,849,3093
749996283729883136,773,2908
749981277374128128,2332,4888
749774190421639168,1255,4465
749417653287129088,1547,5839
749403093750648834,501,2494
749395845976588288,3248,8170
749317047558017024,2100,5222
749075273010798592,1945,5495
749064354620928000,1445,4591
749036806121881602,747,2952
748977405889503236,3209,10272
748932637671223296,2122,5534
748705597323898880,899,2651
748699167502000129,1494,4525
748692773788876800,1252,4036
748575535303884801,1865,5791
748568946752774144,634,2105
748346686624440324,1157,4978
748337862848962560,3855,7240
748324050481647620,713,3527
748307329658011649,672,3528
748220828303695873,7319,13468
747963614829678593,2013,5515
747933425676525569,2411,6315
747885874273214464,912,2786
747844099428986880,699,2697
747816857231626240,1096,4605
747651430853525504,146,1303
747648653817413632,5482,12278
747600769478692864,532,2228
747594051852075008,980,3503
747512671126323200,1520,5256
747461612269887489,983,3691
747439450712596480,1798,5149
747242308580548608,2722,0
747219827526344708,1480,5009
747204161125646336,858,3204
747103485104099331,3725,9091
746906459439529985,275,2773
746872823977771008,2011,5706
746818907684614144,1647,5059
746790600704425984,1509,4629
746757706116112384,3677,9087
746726898085036033,1686,5769
746542875601690625,1785,4800
746521445350707200,926,0
746507379341139972,1024,4442
746369468511756288,1533,5916
746131877086527488,2059,6545
746056683365994496,764,3396
745789745784041472,995,3794
745712589599014916,2187,6670
745433870967832576,2386,6722
745422732645535745,2264,8137
745314880350101504,2575,6793
745074613265149952,3282,7469
745057283344719872,2102,6908
744995568523612160,578,2819
744971049620602880,2514,7484
744709971296780288,1480,5345
744334592493166593,1981,6456
744234799360020481,72786,148217
744223424764059648,336,1567
743980027717509120,1036,3983
743895849529389061,905,3484
743835915802583040,1941,0
743609206067040256,1307,4252
743595368194129920,6113,17375
743545585370791937,887,3356
743510151680958465,3501,7566
743253157753532416,1147,4026
743222593470234624,1798,5885
743210557239623680,1279,3648
742534281772302336,3365,6702
742528092657332225,1842,4199
742465774154047488,3695,6898
742423170473463808,3516,9332
742385895052087300,1836,6457
742161199639494656,1274,4087
742150209887731712,1447,4834
741793263812808706,1412,4315
741743634094141440,2580,7734
741438259667034112,766,3500
741303864243200000,3015,8336
741099773336379392,5180,9475
741067306818797568,2897,9073
740995100998766593,2553,6007
740711788199743490,887,3221
740699697422163968,730,2705
740676976021798912,6406,17244
740373189193256964,12484,33290
740365076218183684,399,2321
740359016048689152,811,3114
740214038584557568,1836,6333
739979191639244800,5526,18932
739932936087216128,1011,3850
739844404073074688,806,3606
739623569819336705,1275,3578
739606147276148736,1545,5120
739544079319588864,19836,37339
739485634323156992,2716,6748
739238157791694849,54345,109736
738891149612572673,6,97
738885046782832640,1069,3576
738883359779196928,739,3116
738537504001953792,1437,4815
738402415918125056,768,3081
738184450748633089,1141,4081
738166403467907072,3115,8277
738156290900254721,597,2352
737826014890496000,1646,4976
737800304142471168,3249,9476
737678689543020544,1233,4757
737445876994609152,4177,9702
737322739594330112,754,3404
737310737551491075,6936,13874
736736130620620800,1603,3998
736392552031657984,6861,16761
736365877722001409,1156,3763
736225175608430592,2617,7681
736010884653420544,2765,7439
735991953473572864,1064,3381
735648611367784448,1037,3828
735635087207878657,2202,5821
735274964362878976,4682,12340
735256018284875776,825,3151
735137028879360001,910,2957
734912297295085568,493,2609
734787690684657664,5923,11862
734776360183431168,501,2380
734559631394082816,371,1409
733828123016450049,734,3380
733822306246479872,962,3487
733482008106668032,883,2953
733460102733135873,1178,3960
733109485275860992,15968,50563
732732193018155009,499,2300
732726085725589504,827,3367
732585889486888962,734,3452
732375214819057664,2344,7641
732005617171337216,5022,14059
731285275100512256,931,3318
731156023742988288,1180,3621
