tweet_id,retweet_count,favorite_count
730924654643314689,1851,5812
730573383004487680,1983,4590
730427201120833536,971,3292
730211855403241472,990,3593
730196704625098752,1748,4548
729854734790754305,1042,3813
729838605770891264,352,1636
729823566028484608,1160,3751
729463711119904772,2154,5448
729113531270991872,296,1778
728986383096946689,761,2964
728760639972315136,1590,4393
728751179681943552,635,2615
728653952833728512,973,3126
728409960103686147,1876,4626
728387165835677696,898,3507
728046963732717569,1121,4047
728035342121635841,1557,4287
728015554473250816,1025,3897
727685679342333952,595,2809
727644517743104000,1637,5530
727524757080539137,1125,4217
727314416056803329,695,3149
727286334147182592,769,2890
727175381690781696,1289,3689
727155742655025152,1231,3417
726935089318363137,2278,6501
726887082820554753,1413,3628
726828223124897792,943,3378
726224900189511680,1071,4185
725842289046749185,2490,6696
725786712245440512,1283,3946
725729321944506368,1655,4925
725458796924002305,573,1339
724983749226668032,1210,3529
724771698126512129,585,2213
724405726123311104,1556,5003
724049859469295616,1661,4077
724046343203856385,521,2515
724004602748780546,1432,3941
723912936180330496,1156,3688
723688335806480385,2722,7225
723673163800948736,833,2861
723179728551723008,1743,4994
722974582966214656,1468,3872
722613351520608256,1533,4711
721503162398597120,1693,4351
721001180231503872,573,2396
720785406564900865,720,2921
720775346191278080,606,2322
720415127506415616,1403,3900
720389942216527872,2329,6023
720340705894408192,912,2704
720059472081784833,1050,3646
720043174954147842,1876,4683
719991154352222208,1624,4584
719704490224398336,1330,4293
719551379208073216,1773,4774
719367763014393856,702,2654
719339463458033665,1154,4211
719332531645071360,888,3251
718971898235854848,1009,3283
718939241951195136,1631,4946
718631497683582976,7462,17818
718613305783398402,449,2314
718540630683709445,949,2299
718460005985447936,489,2551
718454725339934721,1411,4597
718246886998687744,459,1803
718234618122661888,931,3655
717841801130979328,559,2323
717790033953034240,1022,2695
717537687239008257,1721,5467
717428917016076293,420,1528
717421804990701568,775,2965
717047459982213120,1792,5938
717009362452090881,894,3060
716802964044845056,1085,4066
716791146589110272,1482,7812
716730379797970944,407,1165
716447146686459905,5481,12340
716439118184652801,197,2262
716285507865542656,986,2626
716080869887381504,1771,6413
715928423106027520,820,3015
715758151270801409,1333,3512
715733265223708672,1577,4420
715704790270025728,529,2627
715696743237730304,1202,3705
715680795826982913,1489,4064
715360349751484417,1460,5173
715342466308784130,641,2874
715220193576927233,608,2284
715200624753819648,1747,4878
715009755312439296,1146,3923
714982300363173890,965,3523
714962719905021952,3973,6947
714957620017307648,1318,3924
714631576617938945,933,3095
714606013974974464,864,3439
714485234495041536,1050,2517
714258258790387713,686,2882
714251586676113411,780,3105
714214115368108032,819,2163
714141408463036416,1319,4094
713919462244790272,741,3118
713909862279876608,507,1794
713900603437621249,683,2691
713761197720473600,1273,4601
713411074226274305,1220,4194
713177543487135744,2679,6830
713175907180089344,1374,4202
712809025985978368,6270,18033
712717840512598017,4633,11646
712668654853337088,1133,3928
712438159032893441,1463,5035
712309440758808576,25,223
712097430750289920,967,3567
712092745624633345,837,2788
712085617388212225,460,3099
712065007010385924,585,2124
711998809858043904,122,0
711968124745228288,2154,7613
711743778164514816,932,2695
711732680602345472,3803,8315
711694788429553666,17156,31028
711652651650457602,851,3654
711363825979756544,1059,3418
711306686208872448,694,3131
711008018775851008,574,2831
710997087345876993,1297,4334
710844581445812225,642,2416
710833117892898816,497,2540
710658690886586372,530,2199
710609963652087808,2225,4537
710588934686908417,1745,4292
710296729921429505,687,2256
710283270106132480,492,2052
710272297844797440,1176,4267
710269109699739648,1042,2270
710153181850935296,838,2758
710140971284037632,832,2599
710117014656950272,1845,5157
709918798883774466,1016,3313
709901256215666688,96,631
709852847387627521,1127,3312
709566166965075968,1119,3352
709556954897764353,1005,3109
709519240576036864,224,1425
709449600415961088,533,2089
709409458133323776,641,2506
709225125749587968,536,2274
709207347839836162,5379,11792
709198395643068416,605,2327
709179584944730112,628,1909
709158332880297985,378,1928
709042156699303936,1527,4468
708853462201716736,613,1708
708845821941387268,835,2809
708834316713893888,471,1595
708810915978854401,6461,15609
708738143638450176,765,2613
708711088997666817,666,2400
708479650088034305,641,2407
708469915515297792,759,2940
708400866336894977,9392,15055
708356463048204288,1238,3390
708349470027751425,693,2238
708149363256774660,1453,4087
708130923141795840,800,3199
708119489313951744,917,2547
708109389455101952,522,1854
708026248782585858,1809,4173
707995814724026368,1052,2966
707983188426153984,2,48
707969809498152960,897,2549
707776935007539200,898,3105
707741517457260545,570,2354
707738799544082433,2281,3854
707693576495472641,937,3215
707629649552134146,814,2432
707610948723478529,5928,16082
707420581654872064,656,2133
707411934438625280,563,2183
707387676719185920,1188,3313
707377100785885184,1011,3094
707315916783140866,595,2347
707297311098011648,734,2647
707059547140169728,634,2466
707038192327901184,736,2069
707021089608753152,1272,3875
707014260413456384,558,2191
706904523814649856,7346,13800
706901761596989440,543,1936
706681918348251136,914,3124
706644897839910912,1025,2431
706593038911545345,595,2044
706538006853918722,1345,3291
706516534877929472,966,2962
706346369204748288,865,3266
706310011488698368,7366,20100
706291001778950144,449,1622
706265994973601792,868,2594
706169069255446529,2065,3699
706166467411222528,1507,4873
706153300320784384,357,1404
705975130514706432,679,2941
705970349788291072,836,3020
705898680587526145,517,2255
705786532653883392,485,1841
705591895322394625,1071,3000
705475953783398401,854,2820
705442520700944385,1502,4169
705428427625635840,1563,3608
705239209544720384,705,2844
705223444686888960,745,2443
705102439679201280,486,2033
705066031337840642,570,2070
704871453724954624,1051,4051
704859558691414016,497,2141
704847917308362754,1420,4816
704819833553219584,917,2504
704761120771465216,2722,6301
704499785726889984,934,2749
704491224099647488,74,706
704480331685040129,1007,3225
704364645503647744,3325,7547
704347321748819968,324,1494
704134088924532736,426,1429
704113298707505153,537,1765
704054845121142784,866,2780
703774238772166656,417,1762
703769065844768768,1061,3098
703631701117943808,623,2422
703611486317502464,1425,3650
703425003149250560,1266,3592
703407252292673536,647,2317
703382836347330562,1067,3318
703356393781329922,360,1820
703268521220972544,510,1881
703079050210877440,2889,6992
703041949650034688,11641,24953
702932127499816960,672,2445
702899151802126337,419,1515
702684942141153280,991,3069
702671118226825216,525,2072
702598099714314240,3221,11609
702539513671897089,903,2737
702332542343577600,1440,2999
702321140488925184,980,3119
702276748847800320,720,2336
702217446468493312,1260,4526
701981390485725185,921,3263
701952816642965504,959,3642
701889187134500865,1295,3349
701805642395348998,1564,3231
701601587219795968,428,1986
701570477911896070,873,2667
701545186879471618,574,2526
701214700881756160,4774,11567
700890391244103680,528,2107
700864154249383937,585,2464
700847567345688576,467,2339
700796979434098688,882,2311
700747788515020802,8688,21545
700518061187723268,744,2468
700505138482569216,543,2171
700462010979500032,1671,3891
700167517596164096,683,2494
700151421916807169,631,2117
700143752053182464,2532,7125
700062718104104960,640,2504
700029284593901568,544,1974
700002074055016451,1254,3130
699801817392291840,881,2861
699788877217865730,483,2119
699779630832685056,1156,2583
699775878809702401,563,1858
699691744225525762,4303,9731
699446877801091073,2465,5658
699434518667751424,481,2076
699423671849451520,301,1285
699413908797464576,589,1979
699370870310113280,406,1797
699323444782047232,807,2981
699088579889332224,587,2138
699079609774645248,604,2322
699072405256409088,1114,2802
699060279947165696,1681,3543
699036661657767936,1129,2470
698989035503689728,906,3159
698953797952008193,853,2539
698907974262222848,575,2399
698710712454139905,636,2338
698703483621523456,350,1370
698635131305795584,323,1229
698549713696649216,582,2206
698355670425473025,414,1749
698342080612007937,901,2143
698262614669991936,1862,4518
698195409219559425,5607,15914
698178924120031232,698,2668
697995514407682048,317,1445
697990423684476929,1207,3116
697943111201378304,633,2263
697881462549430272,1089,2861
697630435728322560,510,1644
697616773278015490,942,2961
697596423848730625,1175,2855
697575480820686848,471,1934
697516214579523584,1034,1929
697482927769255936,627,2305
697463031882764288,1312,3251
697270446429966336,1762,4475
697259378236399616,937,3128
697255105972801536,1086,2910
697242256848379904,633,2399
696900204696625153,967,2996
696894894812565505,639,2224
696886256886657024,1672,4585
696877980375769088,665,2321
696754882863349760,334,1404
696744641916489729,868,1948
696713835009417216,606,2245
696518437233913856,1620,3715
696490539101908992,134,1153
696488710901260288,955,2376
696405997980676096,1080,3030
696100768806522880,609,1830
695816827381944320,1081,2845
695794761660297217,727,3003
695767669421768709,689,1755
695629776980148225,1955,4318
695446424020918272,1706,4192
695409464418041856,3356,8219
695314793360662529,1347,3433
695095422348574720,574,2519
695074328191332352,1026,2681
695064344191721472,547,1519
695051054296211456,744,2510
694925794720792577,857,2564
694905863685980160,875,2614
694669722378485760,13445,33928
694356675654983680,267,1425
694352839993344000,566,1925
694342028726001664,454,1507
694329668942569472,472,1889
694206574471057408,1914,3926
694183373896572928,870,2789
694001791655137281,961,3231
693993230313091072,377,1786
693942351086120961,343,1662
693647888581312512,546,2547
693644216740769793,118,1293
693642232151285760,392,2419
693629975228977152,745,2322
693622659251335168,349,1461
693590843962331137,1839,4794
693582294167244802,234,1564
693486665285931008,592,1681
693280720173801472,1165,3176
693267061318012928,757,2257
693262851218264065,465,2089
693231807727280129,696,2738
693155686491000832,2999,7476
693109034023534592,569,1617
693095443459342336,427,1763
692919143163629568,714,2576
692905862751522816,818,2305
692901601640583168,560,1664
692894228850999298,739,2138
692828166163931137,831,2732
692752401762250755,3411,6454
692568918515392513,1451,4128
692535307825213440,1279,2988
692530551048294401,384,1751
692423280028966913,205,1398
692417313023332352,3232,8864
692187005137076224,768,2398
692158366030913536,747,2029
692142790915014657,366,1553
692041934689402880,1179,3215
692017291282812928,896,2742
691820333922455552,1541,3763
691793053716221953,3959,7701
691756958957883396,922,2678
691675652215414786,473,1849
691483041324204033,521,2265
691459709405118465,1060,3826
691444869282295808,789,2494
691416866452082688,7150,18329
691321916024623104,622,2449
691096613310316544,830,2831
691090071332753408,317,1640
690989312272396288,2698,5603
690959652130045952,1150,3397
690938899477221376,1810,3870
690932576555528194,943,3108
690735892932222976,1191,3587
690728923253055490,484,2058
690690673629138944,774,2212
690649993829576704,256,1235
690607260360429569,15,286
690597161306841088,570,1843
690400367696297985,422,1791
690374419777196032,795,3069
690360449368465409,824,2512
690348396616552449,481,1414
690248561355657216,387,1594
690021994562220032,963,2655
690015576308211712,683,2364
690005060500217858,1583,3478
689999384604450816,340,1342
689993469801164801,422,1382
689977555533848577,422,1300
689905486972461056,649,2328
689877686181715968,1090,2872
689835978131935233,706,2064
689661964914655233,880,3075
689659372465688576,3604,9804
689623661272240129,599,2102
689599056876867584,5173,11050
689557536375177216,425,1955
689517482558820352,1336,3223
689289219123089408,876,2135
689283819090870273,1033,3092
689280876073582592,661,1874
689275259254616065,233,1090
689255633275777024,1012,2421
689154315265683456,925,2928
689143371370250240,469,1918
688916208532455424,803,2567
688908934925697024,720,1995
688898160958271489,734,1986
688894073864884227,642,2129
688828561667567616,342,1306
688804835492233216,176,914
688789766343622656,623,2106
688547210804498433,657,2459
688519176466644993,685,2205
688385280030670848,4195,8776
688211956440801280,784,2129
688179443353796608,547,2025
688116655151435777,726,2680
688064179421470721,338,1644
687841446767013888,2333,5163
687826841265172480,1048,2596
687818504314159109,895,2346
687807801670897665,672,2256
687732144991551489,619,1666
687704180304273409,787,2305
687664829264453632,482,1841
687494652870668288,541,1805
687480748861947905,226,1517
687476254459715584,501,1880
687460506001633280,507,1958
687399393394311168,578,1800
687317306314240000,8608,19103
687312378585812992,1777,4134
687127927494963200,2115,5127
687124485711986689,475,2074
687109925361856513,2308,5518
687102708889812993,901,2215
687096057537363968,570,2128
686947101016735744,2994,8189
686760001961103360,1300,3328
686749460672679938,1357,3285
686730991906516992,1132,3916
686683045143953408,758,2677
686618349602762752,1273,3508
686606069955735556,510,1795
686394059078897668,646,1644
686386521809772549,826,3081
686377065986265092,530,2104
686358356425093120,617,2051
686286779679375361,1572,3822
686050296934563840,682,2108
686035780142297088,111,1090
686034024800862208,1070,2922
686007916130873345,379,2344
686003207160610816,579,1731
685973236358713344,488,1984
685943807276412928,553,1544
685906723014619143,2679,7080
685681090388975616,115,1938
685667379192414208,524,2231
685663452032069632,1373,3054
685641971164143616,713,2764
685547936038666240,14556,31167
685532292383666176,1082,2882
685325112850124800,3705,8916
685321586178670592,592,2505
685315239903100929,972,3117
685307451701334016,412,1973
685268753634967552,1116,2932
685198997565345792,617,2211
685169283572338688,1330,3894
684969860808454144,342,2267
684959798585110529,2918,6439
684940049151070208,973,3034
684926975086034944,436,3319
684914660081053696,1362,3315
684902183876321280,492,1769
684880619965411328,753,1983
684830982659280897,20329,33173
684800227459624960,937,2586
684594889858887680,3281,8426
684588130326986752,1324,3892
684567543613382656,1135,2840
684538444857667585,885,2500
684481074559381504,1110,3675
684460069371654144,522,1869
684241637099323392,3059,7684
684225744407494656,191,1178
684222868335505415,1270,3623
684200372118904832,978,2034
684195085588783105,475,1806
684188786104872960,1090,3317
684177701129875456,615,1912
684147889187209216,1416,2831
684122891630342144,441,1903
684097758874210310,1338,3898
683857920510050305,1052,3612
683852578183077888,325,1840
683849932751646720,880,2470
683834909291606017,1053,2493
683828599284170753,995,2658
683773439333797890,1257,3159
683742671509258241,3108,6112
683515932363329536,2703,6954
683498322573824003,910,3012
683481228088049664,937,2533
683462770029932544,636,2294
683449695444799489,1500,3667
683391852557561860,2242,7237
683357973142474752,854,2742
683142553609318400,981,2719
683111407806746624,848,3222
683098815881154561,612,2056
683078886620553216,532,1896
683030066213818368,696,2040
682962037429899265,15328,34684
682808988178739200,158,1681
682788441537560576,1047,2346
682750546109968385,409,1438
682697186228989953,342,1248
682662431982772225,1014,2886
682638830361513985,557,1956
682429480204398592,1081,3252
682406705142087680,1636,7157
682393905736888321,618,2119
682389078323662849,441,1584
682303737705140231,914,2900
682259524040966145,1112,3912
682242692827447297,1075,3049
682088079302213632,9176,17223
682059653698686977,1574,4660
682047327939461121,877,3032
682032003584274432,1863,6218
682003177596559360,1412,2946
681981167097122816,956,2655
681891461017812993,767,2333
681694085539872773,3800,12129
681679526984871937,414,1676
681654059175129088,844,2480
681610798867845120,435,1790
681579835668455424,1211,3348
681523177663676416,5366,13479
681340665377193984,253,1556
681339448655802368,3810,8794
681320187870711809,690,2494
681302363064414209,1691,3705
681297372102656000,886,3041
681281657291280384,1026,3056
681261549936340994,247,1372
681242418453299201,490,1403
681231109724700672,457,2282
681193455364796417,1381,3495
680970795137544192,608,2278
680959110691590145,1865,4341
680940246314430465,969,3013
680934982542561280,408,1972
680913438424612864,578,2276
680889648562991104,346,1664
680836378243002368,1235,3261
680805554198020098,625,2030
680801747103793152,763,2245
680798457301471234,962,2675
680609293079592961,651,2478
680583894916304897,1231,3410
680497766108381184,1792,3983
680494726643068929,452,1618
680473011644985345,703,2400
680440374763077632,466,1366
680221482581123072,274,1409
680206703334408192,1087,2676
680191257256136705,465,2030
680176173301628928,1441,3665
680161097740095489,690,2204
680145970311643136,1622,3419
680130881361686529,880,2165
680115823365742593,851,2568
680100725817409536,1293,3392
680085611152338944,8413,12078
680070545539371008,802,2441
679877062409191424,603,1866
679872969355714560,618,2075
679862121895714818,575,2319
679854723806179328,1147,2689
679844490799091713,707,2248
679828447187857408,13016,34090
679777920601223168,1023,2932
679736210798047232,736,1971
679729593985699840,778,2048
679722016581222400,439,1573
679530280114372609,1948,4501
679527802031484928,676,2487
679511351870550016,1175,3157
679503373272485890,1366,2987
679475951516934144,601,1972
679462823135686656,17453,29631
679405845277462528,1107,2235
679158373988876288,7462,19961
679148763231985668,962,2634
679132435750195208,1074,2793
679111216690831360,2404,5589
679062614270468097,7436,15897
679047485189439488,607,2116
679001094530465792,1133,2681
678991772295516161,1068,2135
678969228704284672,423,1543
678800283649069056,841,2414
678798276842360832,1069,3237
678774928607469569,843,2643
678767140346941444,1264,3310
678764513869611008,434,1528
678755239630127104,3029,6655
678740035362037760,1538,3501
678708137298427904,2257,5276
678675843183484930,1358,2676
678643457146150913,372,1934
678446151570427904,1416,3756
678424312106393600,2357,5125
678410210315247616,1663,3951
678399652199309312,29444,75325
678396796259975168,386,1494
678389028614488064,390,1749
678380236862578688,837,2293
678341075375947776,496,1620
678334497360859136,231,1218
678278586130948096,5661,10715
678255464182861824,341,1490
678023323247357953,349,1785
678021115718029313,5812,12704
677961670166224897,1571,3211
677918531514703872,379,1254
677895101218201600,1904,4504
677716515794329600,902,2855
677700003327029250,1332,3185
677698403548192770,295,1152
677687604918272002,780,2335
677673981332312066,1389,3128
677662372920729601,878,1830
677644091929329666,747,1746
677573743309385728,636,1991
677565715327688705,425,1223
677557565589463040,1057,2285
677547928504967168,3405,6481
677530072887205888,211,993
677335745548390400,1610,2841
677334615166730240,259,1263
677331501395156992,216,1017
677328882937298944,1398,3421
677314812125323265,485,1550
677301033169788928,369,1142
677269281705472000,655,1845
677228873407442944,1510,3316
677187300187611136,840,2550
676975532580409345,985,2590
676957860086095872,745,2087
676949632774234114,367,1227
676948236477857792,795,2010
676946864479084545,337,1616
676942428000112642,686,1932
676936541936185344,4569,11906
676916996760600576,1674,2771
676897532954456065,667,2103
676864501615042560,650,1953
676821958043033607,14233,21298
676819651066732545,611,1697
676811746707918848,396,1344
676776431406465024,1858,4658
676617503762681856,881,2686
676613908052996102,184,1013
676606785097199616,399,1774
676603393314578432,355,1083
676593408224403456,1973,4252
676590572941893632,115,860
676588346097852417,722,2142
676582956622721024,253,1106
676575501977128964,1030,2397
676533798876651520,512,1749
676496375194980353,485,1419
676470639084101634,4312,10843
676440007570247681,610,1608
676430933382295552,314,1299
676263575653122048,499,1949
676237365392908289,258,1122
676219687039057920,28486,71277
676215927814406144,529,1616
676191832485810177,951,2110
676146341966438401,611,1796
676121918416756736,1070,2012
676101918813499392,1079,2640
676098748976615425,1293,2763
676089483918516224,405,1219
675898130735476737,521,1498
675891555769696257,783,1976
675888385639251968,868,2197
675878199931371520,1285,3876
675870721063669760,519,1513
675853064436391936,1178,2499
675849018447167488,129,884
675845657354215424,802,2106
675822767435051008,488,1412
675820929667219457,219,976
675798442703122432,3142,9547
675781562965868544,429,1498
675740360753160193,307,1090
675710890956750848,750,1738
675707330206547968,626,1832
675706639471788032,87,601
675534494439489536,375,1704
675531475945709568,346,1098
675522403582218240,257,960
675517828909424640,425,1196
675501075957489664,5368,15949
675497103322386432,1182,2899
675489971617296384,543,1188
675483430902214656,885,1705
675432746517426176,527,1398
675372240448454658,474,1561
675362609739206656,204,977
675354435921575936,15293,30132
675349384339542016,2067,3624
675334060156301312,1174,2548
675166823650848770,1426,3273
675153376133427200,2332,5750
675149409102012420,1550,3440
675147105808306176,206,868
675146535592706048,264,1088
675145476954566656,814,1965
675135153782571009,427,1200
675113801096802304,710,1789
675111688094527488,223,884
675109292475830276,1028,2589
675047298674663426,288,966
675015141583413248,1080,2492
675006312288268288,206,896
675003128568291329,424,1429
674999807681908736,996,2051
674805413498527744,326,786
674800520222154752,779,2767
674793399141146624,987,2290
674790488185167872,226,1017
674788554665512960,188,738
674781762103414784,1082,1844
674774481756377088,427,1007
674767892831932416,712,1669
674764817387900928,208,721
674754018082705410,398,1255
674752233200820224,417,1344
674743008475090944,492,1288
674742531037511680,46,441
674739953134403584,342,999
674737130913071104,81,595
674690135443775488,426,1053
674670581682434048,590,1491
674664755118911488,217,836
674646392044941312,439,1318
674644256330530816,253,956
674638615994089473,533,1548
674632714662858753,520,1378
674606911342424069,89,858
674468880899788800,1840,5725
674447403907457024,321,979
674436901579923456,355,1023
674422304705744896,486,1322
674416750885273600,123,632
674410619106390016,418,1103
674394782723014656,514,1379
674372068062928900,286,788
674330906434379776,69,529
674318007229923329,464,1292
674307341513269249,6254,10443
674291837063053312,5308,13523
674271431610523648,667,1431
674269164442398721,208,840
674265582246694913,760,1501
674262580978937856,402,1213
674255168825880576,489,1340
674082852460433408,150,706
674075285688614912,253,920
674063288070742018,1961,5870
674053186244734976,1170,3038
674051556661161984,444,1333
674045139690631169,581,1298
674042553264685056,115,657
674038233588723717,379,1010
674036086168010753,185,787
674024893172875264,1112,1630
674019345211760640,273,1043
674014384960745472,579,1432
674008982932058114,319,1110
673956914389192708,870,1801
673919437611909120,336,1081
673906403526995968,1494,2931
673887867907739649,230,864
673716320723169284,686,2842
673715861853720576,1859,3231
673711475735838725,272,961
673709992831262724,240,773
673708611235921920,260,986
673707060090052608,353,1014
673705679337693185,368,1158
673700254269775872,517,1316
673697980713705472,1749,3624
673689733134946305,591,1593
673688752737402881,447,1157
673686845050527744,391,1312
673680198160809984,424,1255
673662677122719744,337,1156
673656262056419329,210,665
673636718965334016,329,1022
673612854080196609,650,1463
673583129559498752,324,1100
673580926094458881,248,762
673576835670777856,504,1267
673363615379013632,273,949
673359818736984064,612,1325
673355879178194945,512,1378
673352124999274496,484,1530
673350198937153538,190,698
673345638550134785,1141,2292
673343217010679808,245,886
673342308415348736,512,1173
673320132811366400,7076,12307
673317986296586240,225,806
673295268553605120,2847,6905
673270968295534593,326,979
673240798075449344,636,1307
673213039743795200,754,2036
673148804208660480,566,1545
672997845381865473,640,1802
672995267319328768,263,865
672988786805112832,264,897
672984142909456390,492,1146
672980819271634944,914,1667
672975131468300288,813,1538
672970152493887488,321,867
672968025906282496,488,1218
672964561327235073,579,1289
672902681409806336,445,1261
672898206762672129,379,822
672884426393653248,760,1410
672877615439593473,321,938
672834301050937345,516,1195
672828477930868736,438,1134
672640509974827008,286,903
672622327801233409,435,1182
672614745925664768,527,1119
672609152938721280,350,1002
672604026190569472,357,1002
672594978741354496,548,1206
672591762242805761,298,870
672591271085670400,170,660
672538107540070400,325,930
672523490734551040,151,566
672488522314567680,390,1021
672482722825261057,540,1028
672481316919734272,118,660
672475084225949696,633,1323
672466075045466113,473,1232
672272411274932228,3042,5886
672267570918129665,552,1355
672264251789176834,300,1032
672256522047614977,1370,2588
672254177670729728,675,1311
672248013293752320,537,1581
672245253877968896,140,622
672239279297454080,288,825
672231046314901505,915,1670
672222792075620352,185,719
672205392827572224,1038,2056
672169685991993344,332,934
672160042234327040,317,798
672139350159835138,628,1597
672125275208069120,1028,2172
672095186491711488,335,900
672082170312290304,331,860
672068090318987265,462,1176
671896809300709376,3773,7802
671891728106971137,509,1202
671882082306625538,1252,3200
671879137494245376,596,1290
671874878652489728,499,1144
671866342182637568,438,1029
671855973984772097,391,820
671789708968640512,3109,6491
671768281401958400,446,1086
671763349865160704,811,1530
671744970634719232,692,1244
671743150407421952,212,691
671735591348891648,679,1324
671729906628341761,3916,7740
671561002136281088,6517,11688
671550332464455680,189,832
671547767500775424,524,1235
671544874165002241,924,1790
671542985629241344,506,988
671538301157904385,346,851
671536543010570240,366,1075
671533943490011136,519,921
671528761649688577,231,768
671520732782923777,473,1259
671518598289059840,264,858
671511350426865664,625,1459
671504605491109889,3227,6397
671497587707535361,410,846
671488513339211776,434,913
671486386088865792,178,525
671485057807351808,210,698
671390180817915904,675,1310
671362598324076544,268,1013
671357843010908160,141,361
671355857343524864,109,441
671347597085433856,381,867
671186162933985280,187,660
671182547775299584,297,1007
671166507850801152,310,796
671163268581498880,997,1495
671159727754231808,72,323
671154572044468225,197,639
671151324042559489,137,598
671147085991960577,199,598
671141549288370177,587,1051
671138694582165504,359,840
671134062904504320,170,670
671122204919246848,2264,3168
671115716440031232,699,1248
671109016219725825,393,1040
670995969505435648,257,997
670842764863651840,7797,22623
670840546554966016,171,532
670838202509447168,615,1012
670833812859932673,113,389
670832455012716544,192,664
670826280409919488,3623,5020
670823764196741120,167,698
670822709593571328,87,553
670815497391357952,1374,2877
670811965569282048,241,1024
670807719151067136,443,1069
670804601705242624,855,1788
670803562457407488,81,312
670797304698376195,211,673
670792680469889025,244,753
670789397210615808,215,598
670786190031921152,180,547
670783437142401025,344,758
670782429121134593,692,1404
670780561024270336,260,724
670778058496974848,65,306
670764103623966721,385,989
670755717859713024,95,399
670733412878163972,463,877
670727704916926465,323,758
670717338665226240,433,1089
670704688707301377,333,708
670691627984359425,218,534
670679630144274432,252,680
670676092097810432,37,223
670668383499735048,4466,9718
670474236058800128,662,1381
670468609693655041,80,327
670465786746662913,491,885
670452855871037440,181,501
670449342516494336,581,1100
670444955656130560,1786,6193
670442337873600512,182,588
670435821946826752,458,967
670434127938719744,580,1291
670433248821026816,102,302
670428280563085312,551,1275
670427002554466305,145,477
670421925039075328,574,1185
670420569653809152,279,560
670417414769758208,292,516
670411370698022913,802,1844
670408998013820928,197,500
670403879788544000,135,389
670385711116361728,184,510
670374371102445568,247,685
670361874861563904,59,296
670338931251150849,100,392
670319130621435904,1102,3559
670303360680108032,116,399
670290420111441920,259,639
670093938074779648,297,939
670086499208155136,226,635
670079681849372674,1093,2018
670073503555706880,701,1420
670069087419133954,213,568
670061506722140161,299,685
670055038660800512,290,606
670046952931721218,159,589
670040295598354432,101,683
670037189829525505,248,537
670003130994700288,83,301
669993076832759809,74,296
669972011175813120,138,406
669970042633789440,49,278
669942763794931712,143,458
669926384437997569,87,347
669923323644657664,53,212
669753178989142016,354,730
669749430875258880,60,232
669684865554620416,78,459
669683899023405056,98,345
669682095984410625,123,319
669680153564442624,257,607
669661792646373376,381,733
669625907762618368,1624,3212
669603084620980224,327,871
669597912108789760,137,464
669583744538451968,834,1358
669573570759163904,125,397
669571471778410496,916,1452
669567591774625800,47,213
669564461267722241,108,354
669393256313184256,65,324
669375718304980992,649,1207
669371483794317312,155,445
669367896104181761,137,414
669363888236994561,207,567
669359674819481600,109,339
669354382627049472,1134,2456
669353438988365824,234,576
669351434509529089,166,396
669328503091937280,380,930
669327207240699904,111,521
669324657376567296,190,450
669216679721873412,361,1088
669214165781868544,142,396
669203728096960512,418,914
669037058363662336,278,594
669015743032369152,332,672
669006782128353280,216,527
669000397445533696,5683,19126
668994913074286592,201,394
668992363537309700,304,670
668989615043424256,299,610
668988183816871936,407,822
668986018524233728,147,500
668981893510119424,271,495
668979806671884288,307,726
668975677807423489,519,1179
668967877119254528,20,131
668960084974809088,220,641
668955713004314625,65,249
668932921458302977,53,231
668902994700836864,90,289
668892474547511297,132,365
668872652652679168,274,488
668852170888998912,145,417
668826086256599040,118,389
668815180734689280,233,509
668779399630725120,335,652
668655139528511488,195,485
668645506898350081,471,801
668643542311546881,463,805
668641109086707712,482,972
668636665813057536,446,945
668633411083464705,1427,2539
668631377374486528,287,645
668627278264475648,100,289
668625577880875008,114,347
668623201287675904,670,1284
668620235289837568,36,187
668614819948453888,284,563
668587383441514497,964,1529
668567822092664832,49,215
668544745690562560,203,465
668542336805281792,188,413
668537837512433665,63,231
668528771708952576,198,422
668507509523615744,92,294
668496999348633600,118,370
668484198282485761,214,382
668480044826800133,131,413
668466899341221888,459,800
668297328638447616,263,572
668291999406125056,29,221
668286279830867968,124,456
668274247790391296,208,749
668268907921326080,210,501
668256321989451776,537,1184
668248472370458624,418,867
668237644992782336,2525,5613
668226093875376128,90,263
668221241640230912,176,463
668204964695683073,177,509
668190681446379520,179,592
668171859951755264,165,442
668154635664932864,282,455
668142349051129856,251,527
668113020489474048,212,606
667937095915278337,715,1132
667924896115245057,97,270
667915453470232577,49,191
667911425562669056,260,444
667902449697558528,347,783
667886921285246976,951,1695
667885044254572545,416,751
667878741721415682,106,360
667873844930215936,364,569
667866724293877760,926,2779
667861340749471744,73,226
667832474953625600,56,265
667806454573760512,442,954
667801013445750784,83,292
667793409583771648,301,632
667782464991965184,220,372
667773195014021121,46,212
667766675769573376,195,389
667728196545200128,134,336
667724302356258817,283,438
667550904950915073,29,0
667550882905632768,26,0
667549055577362432,2014,5238
667546741521195010,113,311
667544320556335104,478,781
667538891197542400,59,184
667534815156183040,469,738
667530908589760512,216,424
667524857454854144,1002,1542
667517642048163840,174,339
667509364010450944,1903,6211
667502640335572993,198,496
667495797102141441,238,474
667491009379606528,199,468
667470559035432960,87,230
667455448082227200,55,177
667453023279554560,78,287
667443425659232256,513,699
667437278097252352,211,409
667435689202614272,79,278
667405339315146752,200,425
